"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000137872",-2.92083735509917,0.879059759937994,-7.28733739336928,6.86591859582734e-11,1.01113323320966e-08,14.4612362972414
"ENSG00000102878",2.48399564574128,3.24940691875633,7.25534585794448,8.02507431992658e-11,1.17396137201433e-08,14.3092826752522
"ENSG00000013583",-1.80458432950332,5.53774464865623,-7.25163073695223,8.17167912981349e-11,1.18749109367879e-08,14.2916498379582
"ENSG00000163001",1.22982650144836,5.19967610305062,7.21139270562565,9.9401312251618e-11,1.41633960697224e-08,14.1008499079651
"ENSG00000130707",-2.2631621441902,6.63696001518512,-7.20864081540731,1.00740897787463e-10,1.42616614203246e-08,14.0878131305683
"ENSG00000042980",3.53355682921053,5.29900424831132,7.19486231981128,1.07722103796482e-10,1.51522187410654e-08,14.0225625077867
"ENSG00000120306",1.68926110478147,9.71403418702622,7.16239714746812,1.26125796190707e-10,1.76278875529471e-08,13.8689737344885
"ENSG00000160870",-1.12590718756484,0.427366013508329,-7.13348214900001,1.45122622701824e-10,2.01545931009248e-08,13.7323672211633
"ENSG00000181778",-1.53149597699017,0.181528769934954,-7.1020358904843,1.69011557066991e-10,2.31788787295062e-08,13.5840048519928
"ENSG00000143753",1.34041696568185,4.88939172858333,7.0941845099774,1.75560374953275e-10,2.39274615378865e-08,13.546995653399
"ENSG00000137965",2.50589859145074,4.7224634474974,7.08293726986499,1.85382111182984e-10,2.51101213931371e-08,13.4940027341048
"ENSG00000185950",-2.29408780641208,2.51659403036537,-7.06587300624656,2.01332758081414e-10,2.71033417827023e-08,13.4136550580321
"ENSG00000178776",-1.05117836418834,0.160601872261741,-7.03612519405351,2.32456392219431e-10,3.09138825119452e-08,13.2737405104537
"ENSG00000182600",-2.21144374183176,2.0213974037897,-7.02966019594222,2.3982683099369e-10,3.17019286294851e-08,13.2433594447376
"ENSG00000242779",1.87383625398313,2.11536638722703,7.00924921289718,2.64649737687756e-10,3.47737077489966e-08,13.1475035549503
"ENSG00000092421",-3.17811412927845,1.54523102528191,-6.97939876226545,3.0560206524696e-10,3.99156316530597e-08,13.0074876233595
"ENSG00000189120",-1.81769635975187,0.999181222647222,-6.97062573935981,3.18789836888439e-10,4.13606623674242e-08,12.9663759068198
"ENSG00000128284",2.01627065492806,3.10212232913919,6.96955640631205,3.2043533712173e-10,4.13606623674242e-08,12.9613660641455
"ENSG00000244474",-1.71761512833687,0.727653036094893,-6.95772200353925,3.39217616663922e-10,4.35289600143652e-08,12.9059393728942
"ENSG00000095203",-1.7587773134955,4.80047125293561,-6.91671254359094,4.131405724288e-10,5.27066487256114e-08,12.7141236259562
